관광지명,관광지분류,주소,운영상세사항,관광지설명,경도,위도,분류,반려견제한사항
스시혼,음식점/카페,제주 제주시 1100로 3191 스시혼,10:30~21:30,"대표메뉴: 모듬초밥 11p, 특초밥 12p / 방문 30분전 예약",126.4843943,33.4714624,반려견 동반 관광지,제한없음 / 목줄2M이내
스위트 호텔,숙박시설,제주 제주시 삼무로3길 9,14:00~11:00,,126.4948708,33.4902074,반려견 동반 관광지,반려동물 동반 가능 / 무료
스테이솔티,관광지,제주시 구좌읍 해맞이해안로 480-1,매일 10:00~20:00,관광지 / 반려동물추가요금 없음,126.7981936,33.5545862,반려견 동반 관광지,해당없음
스팅그레이,음식점/카페,제주 제주시 한경면 대한로 860-41,10:00~19:00,"대표메뉴: 텐저린 비양코, 비포썬셋, 말차라떼 / ",126.2465665,33.3036156,반려견 동반 관광지,제한없음 / 목줄2M이내
스파벨리스 펜션,숙박시설,제주 제주시 조천읍 종인내길 135,15:00~11:00,,126.6230684,33.4948268,반려견 동반 관광지,"반려동물 동반 가능 / 5키로 미만, 2마리 제한, 1박 2만원"
시루네펜션,숙박시설,서귀포시 검은여로 79,15:00~11:00,"슬라이드스텝, 하우스 및 방석, 식기, 타월, 드라이기, 샴푸, 빗, 물티슈 구비 / 10kg이상 반려견 1객실 당 2마리 입실 가능, 반려견 관련 용품 개인 지참 필수",126.5810693,33.2506431,반려견 동반 관광지,"소형견, 중형견 / 목줄2M이내"
식전당포,음식점/카페,제주 제주시 광양14길 17-1,"15:00~24:00
매주 월요일 휴무","대표메뉴: 모듬전, 삼색전, 육전, 돼지김치짜글이 등 / ",126.529232,33.4975711,반려견 동반 관광지,제한없음 / 목줄2M이내
신창풍차해안,자연,제주시 한경면 신창리 1290-3,,신창 해안도로는 아름다운 일몰로도 손꼽히는 장소이기에 사진을 찍고 일몰을 감상하는 것도 좋다. / ,126.1769913,33.3450401,반려견 동반 관광지,제한없음 / 목줄2M이내
신창풍차해안도로,관광지,제주시 한경면  ,매일 00:00~24:00,관광지 / 반려동물추가요금 없음,126.1841577,33.3501215,반려견 동반 관광지,목줄
씨사이드아덴,숙박시설,서귀포시 색달동 중문관광로 124,매일 15:00~11:00,"애견 동반 펜션 / 반려동물추가요금 35,000원",126.4154539,33.2477414,반려견 동반 관광지,"목줄, 케이지, 접종증명서 제출"
아라리오뮤지엄 탑동시네마,관광지,제주시 삼도이동 탑동로 14,화~일 10:00~19:00,미술관 / 반려동물추가요금 없음,126.5233853,33.5174172,반려견 동반 관광지,해당없음
아라팰리스 호텔,숙박시설,제주 제주시 남성로26길 26,15:00~11:00,,126.5237202,33.5072064,반려견 동반 관광지,반려동물 동반 가능 / 1박 1만원
아르본 리조트,숙박시설,제주 제주시 애월읍 평화로 2482,13:00~12:00,,126.4193989,33.4310632,반려견 동반 관광지,반려동물 동반 가능 / 무료
아부오름,자연,제주시 구좌읍 송당리 산164-1,,아부오름은 구좌읍 송당리 마을 남쪽에 위치한 오름이다. 둘레까지 오르는데 어렵지 않아 어린아이들과 반려동물도 함께 제주오름을 느낄 수 있다. / ,126.7773001,33.4476227,반려견 동반 관광지,제한없음 / 목줄2M이내
아침미소목장,관광지,제주특별자치도 제주시 첨단동길 160-20,10:00~17:00,넓은 초원과 체험공간을 통해 가족과 즐거운시간을 보낼 수 있는 목장 / 카페 내부 출입 불가 / 유료,126.5862903,33.4542923,반려견 동반 관광지,제한없음 / 목줄2M이내
아프리카박물관,관광지,서귀포시 대포동 이어도로 49,매일 10:00~19:00,박물관 / 반려동물추가요금 없음,126.4291705,33.2397381,반려견 동반 관광지,야외만 반려동물 동반 가능
"안녕, 상이 친구들!",기타,제주시 아란7길 47 1층 101호,"10:00~19:30
매주 일요일 휴무","미용 중에는 예약 손님 입장 가능, 그 외는 출입 제한 / 소형견, 중형견 미용 가능",126.5404173,33.4741994,반려견 동반 관광지,"소형견, 중형견 / 목줄2M이내"
안덕계곡,관광지,서귀포시 안덕면 일주서로 1524,매일 00:00~24:00,관광지 / 반려동물추가요금 없음,126.3529665,33.2584245,반려견 동반 관광지,제한사항 없음
안돌오름,관광지,제주시 구좌읍 중산간동로 2052,매일 00:00~24:00,관광지 / 반려동물추가요금 없음,126.7631332,33.4735386,반려견 동반 관광지,"목줄, 배변봉투"
알앤비타운,숙박시설,제주 서귀포시 분토왓로174번길 45 알앤비 타운,15:00~12:00,,126.5518965,33.279681,반려견 동반 관광지,반려동물 동반 가능 / 무료
앙리젤,기타,제주시 노형12길 23 지성빌딩 2층,"08:00~20:00
매주 일요일 휴무","유치원 8kg 미만 소형견, 소수정예 운영, 100% 예약제 운영 / 생후 5개월 미만, 생리중, 노령견, 전염성 질병, 입질, 공격성, 케어가 어려운 경우 이용 제한",126.4805095,33.4826303,반려견 동반 관광지,"소형견, 중형견 / 목줄2M이내"
애견카페왈 사계점,음식점/카페,서귀포시 안덕면 사계로114번길 20059,매일 09:00~18:00,"애견카페, 유치원, 호텔, 셀프목욕, 회원제 / 반려동물추가요금 없음",126.3065083,33.2435827,반려견 동반 관광지,제한사항 없음
애견펜션하젠,숙박시설,서귀포시 표선면 토산중앙로 140,매일 15:00~10:00,"애견 동반 펜션 / 반려동물추가요금 10,000원",126.7744742,33.3179688,반려견 동반 관광지,제한사항 없음
애월 코스트 34,숙박시설,제주 제주시 애월읍 신엄안2길 34,15:00~11:00,,126.3694058,33.4755744,반려견 동반 관광지,반려동물 동반 가능 / 무료
애월더선셋,음식점/카페,제주시 애월읍 일주서로 6111,매일 10:00~19:00,애견카페 / 반려동물추가요금 없음,126.3088005,33.4559742,반려견 동반 관광지,제한사항 없음
애월오누이,음식점/카페,제주 제주시 애월읍 애월로9길 54 애월오누이 식당,07:00~20:00,"대표메뉴: 성게미역국, 각재기국, 전복영양돌솥밥 / 케이지 이용 시 동반 입장 가능",126.31879,33.4666761,반려견 동반 관광지,제한없음 / 목줄2M이내
애월의 정원,숙박시설,제주 제주시 애월읍 하소로 684-45,15:00~11:00,,126.3930629,33.4207355,반려견 동반 관광지,반려동물 동반 가능 / 무료
애월한담공원,관광지,제주시 애월읍  ,매일 00:00~24:00,공원 / 반려동물추가요금 없음,126.3289766,33.462189,반려견 동반 관광지,제한사항 없음
양가형제본점,음식점/카페,한경면 청수동8길3,"11:00~19:30
매주 목요일 휴무","대표메뉴: 경버거, 양버거, 어니언링 / 가방, 유모차 필수",126.2539747,33.3073802,반려견 동반 관광지,소형견 / 목줄2M이내
어반컨트리,숙박시설,제주시 애월읍 어림비로 280-14,,애견 동반 펜션 / 반려동물추가요금 없음,126.3324264,33.4100721,반려견 동반 관광지,제한사항 없음
엉또폭포,관광지,서귀포시 강정동 염돈로 121-8,매일 09:00~18:00,관광지 / 반려동물추가요금 없음,126.491919,33.2588172,반려견 동반 관광지,"목줄, 배변봉투"
에코랜드,관광지,제주시 조천읍 번영로 1278-169,매일 11월~2월 08:30~16:30 3~10월 08:30~17:30,박물관 / 반려동물추가요금 없음,126.670355,33.4614885,반려견 동반 관광지,해당없음
에퀴녹스드협재,숙박시설,제주시 한림읍 협재로 210-55,15:00~11:00,"배편판, 식기세트, 배변패드, 반려견 방석 구비 / 반려견 동반시 사전 문의 필수
10kg 미만 최대 2마리 까지 가능",126.2509567,33.3751156,반려견 동반 관광지,"소형견, 중형견 / 목줄2M이내"
엔젤하우스,숙박시설,애월읍 신엄안3길 95,16:00~11:00,"펫방석, 펫식기, 펫계단, 펫샴푸, 반려견 드라이기, 장난감 인형, 배변패드, 기저귀, 반려견 빗, 반려견 수건 등 구비 / 반려견 동반 무료(8kg미만 가능)",126.3577826,33.4724008,반려견 동반 관광지,소형견 / 목줄2M이내
엔젤하우스펜션,숙박시설,제주시 애월읍 신엄안3길 95,매일 16:00~11:00,애견 동반 펜션 / 반려동물추가요금 없음,126.3577826,33.4724008,반려견 동반 관광지,제한사항 없음
엠제이 펜션 & 리조트,숙박시설,제주 서귀포시 안덕면 사계로 155 1365-1,15:00~11:00,,126.3020379,33.2445045,반려견 동반 관광지,반려동물 동반 가능 / 무료
여름이네,숙박시설,제주 제주시 구좌읍 평대7길 37,16:00~10:00,,126.8432458,33.5313843,반려견 동반 관광지,반려동물 동반 가능 / 무료
여미지식물원,관광지,제주 서귀포시 중문관광로 93,09:00~18:00,"중문 관광단지에 위치한 동양 최대의 온실을 보유한 식물원 / 실내, 실외 출입 가능
대형견 입마개 필수 / 유료",126.4154109,33.2525012,반려견 동반 관광지,제한없음 / 목줄2M이내
영천악,관광지,서귀포시 상효동  ,매일 00:00~24:00,관광지 / 반려동물추가요금 없음,126.5705602,33.3219839,반려견 동반 관광지,"목줄, 배변봉투"
예나르 공예박물관,관광지,제주시 한경면 저지14길 36,화~일 10:00~18:00,박물관 / 반려동물추가요금 없음,126.2668987,33.3400889,반려견 동반 관광지,해당없음
예래생태공원,관광지,상예동 5002-26,,다양한 식물과 다양한 체험을 즐길 수 있는 생태공원 /  / 무료,126.3965833,33.2475626,반려견 동반 관광지,제한없음 / 목줄2M이내
옛마을펜션,숙박시설,서귀포시 검은여로 80,15:00~11:00,"슬라이드스텝, 하우스 및 방석, 식기, 배변패드, 강아지욕조, 드라이기, 샴푸, 빗, 물티슈, 테이프클리너 구비 / 반려견 입실 사전문의 필수
1마리당 10,000원 추가
소형견 5kg 이하 가능",126.5816682,33.2507671,반려견 동반 관광지,소형견 / 목줄2M이내
오데뜨,음식점/카페,제주 제주시 한림읍 중산간서로 4995-6 오데뜨,"12:00~20:00
매주 월요일 휴무","대표메뉴: 전복삼합, 날치알새우크림우동 / 10kg 미만 반려동물만 가능
사전 확인 필요",126.2955713,33.4108875,반려견 동반 관광지,소형견 / 목줄2M이내
오멍가멍 애견카페 호텔,음식점/카페,제주시 용담삼동 어영길 64-14,수~월 11:00~19:00,"애견카페, 호텔, 노키즈존 / 반려동물추가요금 없음",126.498231,33.5174393,반려견 동반 관광지,불독 견종 입장 제한
오설록티뮤지엄,관광지,제주 서귀포시 안덕면 신화역사로 15 오설록,09:00~18:00,국내외 차 관련 박물관 / 실내 이용 불가 / 무료,126.290481,33.3062471,반려견 동반 관광지,소형견 / 목줄2M이내
오조리마을,관광지,서귀포시   ,매일 00:00~24:00,관광지 / 반려동물추가요금 없음,126.5601204,33.2540808,반려견 동반 관광지,제한사항 없음
올레낭,숙박시설,제주시 애월읍 장소로 205,,애견 동반 펜션 / 반려동물추가요금 없음,126.3799527,33.4348726,반려견 동반 관광지,제한사항 없음
올레-낭,숙박시설,제주 제주시 애월읍 장소로 205,15:00~11:00,,126.3799527,33.4348726,반려견 동반 관광지,반려동물 동반 가능 / 무료
올레요 리조트,숙박시설,제주 서귀포시 이어도로 720,15:00~11:00,,126.4926867,33.2347268,반려견 동반 관광지,반려동물 동반 가능 / 1박 1만원
올레하우스,숙박시설,제주시 구좌읍 덕행로 450-23,매일 15:00~11:00,"애견 동반 펜션 / 반려동물추가요금 20,000원",126.7785406,33.51329,반려견 동반 관광지,제한사항 없음
와랑식탁,음식점/카페,한경면 한경해안로 512-8 1층,"12:00~17:00
매달 마지막 주 월, 화요일 휴무","대표메뉴: 해장하라게라면 / 캐리어, 유모차 이용 시 동반 가능",126.1759764,33.3432312,반려견 동반 관광지,제한없음 / 목줄2M이내
왈종미술관,관광지,서귀포시 동홍동 칠십리로214번길 30,화~일 10:00~18:00,미술관 / 반려동물추가요금 없음,126.5737323,33.2451855,반려견 동반 관광지,해당없음
외도339,음식점/카페,제주 제주시 일주서로 7345 OEDO339,09:00~22:00,"대표메뉴: 아메리카노, 카페라떼, 말차라떼 / 실내 케이지 필수
실외 목줄, 가슴줄
전용존에서는 자유롭게 이용 가능
대형견 실외만 가능",126.4317215,33.4937607,반려견 동반 관광지,제한없음 / 목줄2M이내
외돌개,관광지,서홍동 791,,바다 위에 약 20m 높이로 우뚝 솟아 있는 돌기둥 /  / 무료,126.5456617,33.2400729,반려견 동반 관광지,제한없음 / 목줄2M이내
요기개,기타,제주시 오남로 280 검은색 건물,11:00~19:00,"시간제 대관 예약 가능, 반려견이 뛰놀 수 있는 반려견 놀이터 / 12kg이하만 가능",126.5133145,33.4712447,반려견 동반 관광지,"소형견, 중형견 / 목줄2M이내"
요람,음식점/카페,서귀포시 검은여로129번길 13,"주중 09:00~20:00
주말 11:00~20:00
휴게 16:30~17:00","대표메뉴: 아메리카노, 카페모카, 바닐라라떼 / 1인 1음료(1인 2마리 입장 무료)
카페, 호텔, 유치원 이용은 사전문의",126.5830876,33.2532447,반려견 동반 관광지,제한없음 / 목줄2M이내
요우르,음식점/카페,조천읍 조함해안로 343 1층,10:00~19:00,"대표메뉴: 요우르요거트, 과일요거트, 그릭후르츠산도 / 실내 유모차, 목줄, 가슴줄 필수",126.6541197,33.5493081,반려견 동반 관광지,제한없음 / 목줄2M이내
용두암,관광지,제주시 용두암길 15,,"용머리 형상을 띄고 있는 장소로, 해안도로, 출렁다리 등 산책을 즐기는 최적의 장소 /  / 무료",126.5120594,33.5150728,반려견 동반 관광지,제한없음 / 목줄2M이내
우도봉 펜션,숙박시설,제주시 우도면 영일길 156-32,매일 15:00~10:00,애견 동반 펜션 / 반려동물추가요금 없음,126.9671,33.5001469,반려견 동반 관광지,제한사항 없음
우리바다펜션,숙박시설,서귀포시 표선면 민속해안로149번길 2,,펜션 / 반려동물추가요금 없음,126.8154364,33.3082407,반려견 동반 관광지,해당없음
"우연히,그곳",음식점/카페,제주 제주시 구좌읍 중산간동로 2250,11:00~18:00,"대표메뉴: 아메리카노, 카페라떼, 바닐라라떼, 아인슈페너 / ",126.7828791,33.4716965,반려견 동반 관광지,제한없음 / 목줄2M이내
우키하우스,숙박시설,제주시 조천읍 신촌5길 56,,애견 동반 펜션 / 반려동물추가요금 없음,126.6220102,33.5378204,반려견 동반 관광지,제한사항 없음
월령리선인장군락,관광지,제주시 한림읍  ,매일 00:00~24:00,관광지 / 반려동물추가요금 없음,126.2668895,33.4104269,반려견 동반 관광지,"목줄, 배변봉투"
월령리선인장군락지,관광지,제주특별자치도 제주시 한림읍 월령리 359-4,,서쪽 해안가에 위치한 선인장 야생 군락지 /  / 무료,126.2154411,33.3778825,반려견 동반 관광지,제한없음 / 목줄2M이내
