,식당명,닉네임,리뷰,방문일자
369,오늘의바다,quf****,"제주 뷰맛집 조명맛집 케익맛집 디저트맛집 여기서 인생사진 건졌어요!!!  보통 인테리어가 이쁘면 디저트는 완제품쓰고 맛이없는데 여
긴 디저트 직접 만드나봐요.. 케익이 진짜 대존맛. 엄청 촉촉해요 안먹어본 사람 없게해주세요.. 당근케익 크로풀 꼭꼭 먹어보세요!!!!!!!!!!
! 음료도 제주특색에 맞게 특이한거 엄청 많아서 좋았어요. 앞으로 제주올때마다 하나씩 먹아보랴구요.",22.7.6.수
370,오늘의바다,로즈쿠,"바다보이고 조용한 오션뷰카페여서 편히쉬고 좋았어요. 쑥라떼 정말 맛있어요
",22.8.20.토
371,오늘의바다,뮤지14,굿,23.1.15.일
372,오늘의바다,benditaina,,22.10.24.월
373,오늘의바다,홍대언니,"차타고 지나가다 보고, 바다 바로 앞이라 가봄. 친절하시고 풍경도 좋고 음료도 예쁘고! 쑥라떼랑 인절미케이크 진하고 맛있었음. 커피는 살짝 연했지만 괜찮았음. 케이크는 달지만 쫀득해서 홀케이크로 사오고싶었음",22.2.28.월
374,오늘의바다,아름7288,뷰 깡패네요,22.11.8.화
375,오늘의바다,전국싸돌싸돌,"낮에 계시는 여자분 친절하세요
당근케잌 맛있고 디카페인 있어서 좋아요",22.6.5.일
376,오늘의바다,서타일sz,"오늘의 바다 정말 유명하다고 해서 왔는데 사장님도 친절하시고 다양한 티 종류들도 많아서 좋았어요! 이 날은 안개가 많이 있어서 바다
는 잘 안 보였지만 이 또한 오늘의 바다이니까 괜찮았어요☺️ 루프탑과 야외자리가 있어서 날씨 좋은 날 가시면 더 좋을 것 같아요!",22.4.12.화
377,오늘의바다,lovelynodeul,"뷰는 정말 좋아요^^ 카페 아래 동백꽃 나무가  수십 그루 심어져 있어서 분홍분홍 너무 예뻐요! 바다도 보이고요~! 치즈케익 촉촉하고 맛
있었습니다^^ 책을 읽으러 갔는데 책을 읽기에는 편한 좌석은 아닌 것 같아요~! 공간이 크지 않고 아담했어요~! 멋진뷰 보러 가기에는 
굿입니다^^",22.1.23.일
378,오늘의바다,조애인78,"녹차비엔나 꼭 먹어주세요..
너무나도 맛있었고 바다 뷰도 너무 이뻤던 까페..♡♡",22.6.27.월
379,오늘의바다,J like,"뷰도 너무 좋고 🌊
옥상 테라스에서 마시니 너무 좋아요
쑥인절미 케이크 , 녹차 비엔나 꼭 드셔보시길",22.5.18.수
380,누이밥집,heerim2024,"중문에서 도민들이 많이 찾는 맛집에 다녀왔어요. 메뉴도 다양하고 반찬에 잡채도 나오네요. 점심시간되면 자리가 없을 정도로 많이 찾아오시네요. 갈치뚝배기, 전복솥밥이 15000원 이라 가성비도 좋고 특히 전복내장까지 넣은 솥밥이 진짜 맛있어요!",4.5.금
381,누이밥집,jin****,"진짜 제주 현지인이 운영하는 제주음식전문점이에요!! 음식이 모두 자극적이지 않고, 재료 본연의 맛을 잘 담아 감칠맛이 너무 좋아요. 
특히 몸국 꼭 드셔보세요. 뚝배기 가득 든 톳이 식감이 너무 좋고요, 간간이 씹히는 닭고기와의 조화가 예술입니다. 고소하고 진한 국물
이 또 생각나는 맛.",2.28.수
382,누이밥집,보보보보짱,매장이 꽤 넓고 중문 관광단지 근처에 있어서 아침식사하기 딱 좋은 곳입니다 식사메뉴도 꽤 다양하고 나오는 밑반찬도 손이 계속 갈 정도로 괜찮았어요 단체로 이용하기 좋은 곳,4.3.수
383,누이밥집,댕이훈,"저번에 먹고 이번에 두 번째 재방문했어요! 일단 기본 밑반찬부터 음식이 너무 깔끔하고 맛있어요..👍🏻 저 톳부침개가 숨겨진 에이스🥹 
제 원픽은 접짝뼈국입니당! 국물이 맑아서 고소~하면서 찐해요! 뼈에 살도 많고 밥까지 말아서 먹으면 진짜 최고..🤍 몸국이랑 전복뚝
배기도 나눠 먹었는데 진짜 음식 자체가 다 깔끔한데 간도 딱 맞고 맛있어요! 이제까지는 식사류만 먹었는데, 다음에 갈 땐 정식도...",3.3.일
384,누이밥집,물고기 날아오르다,"제주도 서귀포시 중문관광단지 바로 인근에 위치한 맛집으로서 아침식사를 하기에도 좋고, 제주 서귀포시 로컬 맛집으로 현지인 단골
손님들도 많은 식당입니다. 서귀포 중문으로 여행을 가시는 분들이라면 이곳에서 든든한 식사로 배를 채워보시는 것도 좋은 선택이 될 
수 있을 것입니다.",2.3.토
385,누이밥집,제주 스텔스,"중문아침식사하기좋은곳 중문맛집입니다 제주향토음식 전문점 누이밥집 뼈접착국은 꼭 드셔보세요 잡내없고 국물도 구수하고 솥밥이 
나오니 한끼식사로 든든해요 전복뚝배기는 국물이 시원하고 전복이4마리나 들어있어요 순살갈치뚝배기도 양념이 쎄지않고 갈치가시
가 모두 발려져있어 아이들도 먹기 상당히 좋아요 점심한참시간에는 사람이 많이 웨이팅할수있으니 점심전시간이나 살짝 끝날...",1.27.토
386,누이밥집,sop****,중문에서 가깝고 전복돌솥밥과 순살갈치뚝배기 먹었는데 맛있었어요! 순살갈치라 먹기 편했고 1인분도 가능해서 좋더라구요~ 아침에도 일찍 열어서 아침식사로도 좋은 식당이었어요! ,3.1.금
387,누이밥집,더블에이마미,"제주중문아침식사 맛집 누이밥집에서 제주도 향토음식 제대로 맛보고 왔어요! 지인이 제주 음식이 먹고싶다할때마다 소개시켜줬던 곳
인데 오늘도 역시나 너무나 맛이 좋습니다^^ 베지근한 몸국과 뼈국은 완전 오리지날 제주스퇄!",2.7.수
388,누이밥집,응가냄,"이번에 처음 갔는데 겨울에 반팔반바지입고가서 도민인줄 아시고 사투리해주셨는데 못알아들어서 죄송했어요 사장님친절하시고 와이
프는 전복뚝배기 진짜 맛있게먹었어요 너무맛있다고 좋아했어요 저는 접착뼈국먹었는데 은은하니 좋았어요 제주시 ㄴㄷㅂㄱ 접착뼈국
을 좋아하는데 거기보다 고기 바르기 너무좋아요 푹삶아져서 삭삭 발라져요 국물은 거기보다 좀 덜 자극적인맛인데 너무 맛있게 ...",1.18.목
389,누이밥집,산책하는즐거움,"이집은 지나가다 문전성시라 눈팅만 하다 들어왔는데 오늘은 한산한편 근데 찐 맛나다. 일단 청결한데 현지맛집같고 진짜 반찬도 깔끔, 음식이 맛있어요.  꼭 들려보세요 화요일쉬네요  추천",2.19.월
390,누이밥집,Brandaa,"제주향토음식 맛집, 반찬부터 메인 음식까지 모두 제주스타일이라... 제대로 제주음식 먹고 가요😍 제주여행조식으로 강추👍",3.3.일
391,누이밥집,방삼,제주도 만의 특색있는 향토음식을 먹을 수 있어서 좋았고! 음식이 너무 맛있어서 진짜 하나도 남김없이 다 먹고 왔습니다!!😊,3.24.일
392,누이밥집,구서현14,기본반찬이 정갈하게 나오고 음식맛도 좋아요. ,4.6.토
393,누이밥집,미미33333,"순살갈치뚝배기와 솥밥, 순살갈치라 먹기 정말 편하고 맛있었어요! 솥밥먹고 누룽지까지 완벽!👍🏻 전복돌솥밥도 너무너무 꼬숩고 맛있
었습니다:-)  든든하게 먹고 하루를 시작했어요!  이른시간부터 영업하셔서 중문에서 아침식사로 딱이에요.😋🍊👍🏻",1.3.수
394,누이밥집,몽실1037,"제주 중문쪽 검색하다 알게되었는데 모든 메뉴가 돌솥밥을 줬어요.누룽지해먹으니 넘 좋았어요. 중문관광단지 근처인데 가성비 장난아
니었어요!!접착뼈국,전복 돌솥밥. 전복뚝배기 고사리해장국 다맛있었어요.아침식사도 가능하니 가보세요^^현지인들 계속 들어오드라
구요  다음에도 재방문할라구요",23.11.21.화
395,누이밥집,혠3112,"여자 사장님?(일하시는분)단발머리 하신분 친절하셔요!
옆에오셔고 우럭도 친절하게 발라주시고,
메뉴 추천도 해쥬셨어요!!! 제주 밥상 잘먹었습니다",3.31.일
396,누이밥집,함zero,너무 맛있게 먹었습니다! 전복 돌솥밥도 너무 맛있었고 다른 메뉴에도 돌솥밥이 나와서 다 먹고 숭늉을 먹었어요 밑반찬들도 너무 맛있었습니다. 해물탕도 해물 가득 전복 손질도 되어있어서 먹기 편했습니다! ,23.12.30.토
397,누이밥집,덩글쓰,"제주도  놀러와서 고사리해장국, 뼈국 다 처음 먹어보는 음식들인데 맛있었어요!! 순살갈치조림은 당연히 맛있고용!!! 잘먹고 가요옹",23.12.25.월
398,누이밥집,sjylmw,"숙소근처 아침식사를 위해 검색해서 찾은 맛집~! 음식이 정갈하고 정말 맛있습니다~ 전복돌솥밥과 몸국먹고 감탄을 했네요~ 너무 만족
스런 식사여서 이틀 연속 방문했습니다. 입짧은 초딩도 다음에 또 오자고 하네요~ 제주 여행오면 재방문의사 100%~👍",2.3.토
399,누이밥집,나나주주8616,메뉴구성이 다양합니다!,4.3.수
400,누이밥집,hyeily4,"중문 숙소에 머물다가 근처에 누이식당에 방문하게 되었어요. 점심시간에 방문하니 매장에 거의 자리가 없을 정도로 사람이 많았어요.  
주문한 갈치뚝배기, 고사리 해장국, 전복솥밥 정말 맛있게 잘 먹고 왔습니다. 특히 옥돔구이 겉바속촉 어쩜이렇게 맛있게 구었나 싶을 
정도로 맛있었어요.  사장님인지 저희 주문받아주셨던 여자분과 젊은 남자분도 넘 친절하셔서 아주 기분 좋게 식사하고 왔습니다...",23.10.13.금
401,누이밥집,레드슈즈440,"11시 30분에 갔는데..사람이 바글바글하네요 맛집은 역시 다른듯요~^^ 순살갈치뚝배기 순살갈치양념에 밥 쓱싹쓱싹비벼 먹었어요 전
복뚝배기  국물 시원해요 해물양도 푸짐하고 완전 밥도둑이에요 ..^^ 매장도 넓어서 단체 오기 좋아욤",23.10.19.목
402,누이밥집,Risso,"제주 도민 맛집입니다. 접짝뼈국은 처음먹어봤는데 맑은 사골(?) 뼈해장국 맛이네요~ 굉장히 담백하고 맛있습니다. 주차장에 허간판 없
고 주변에 일하시는 도민분들이 많이와서 드시는걸 보고 도민맛집이라는걸 직감했습니다.",23.10.9.월
403,누이밥집,제주김작가,"제주중문맛집 검색 한후에 찾아갔어요 대표 음식을 전복돌솥밥을 혼밥하고 왔어요 깔끔하고 깨끗한 맛 버터와 양념이 전복솥밥 안에 
섞어서 나오는게 좀 아쉽고 버터는 안먹구 싶었는데 의무적으로 들어가 있어서 아쉬었어요 그러나 양념도 간이 잘되어있어서 잘먹구왔
어요 주차장도 비교적 한가하고 찾아가는길도 어렵지 않았어요 서귀포시에 가까운거 같아요 중문이랑은 거리가 좀 있었어요 ",23.9.23.토
404,누이밥집,땡믜,"접착뼈국에 전복뚝배기 먹었는데 돌솥밥까지 나와요.  다먹고 마지막 누룽지까지 먹으니 완전 배부르게 잘 먹었어요!! 고기도 잘발리고 
국물은 맑은 진득한? 국물이고 전복뚝배기에는 해물도 많이들어가있어요 반찬도 김치전 잡채 등등 종류도많고 맛있었슴당 주차도 편
했구 다음에 또 와도 좋을것같아요~~😁",23.11.18.토
405,누이밥집,gg30,"해물뚝배기 칼칼하게 요청드렸는데 짱맛있었어요👍 갈치조림도 먹을만하고 반찬도 다 너무 맛있네요!! 솥밥인데 빠르게 조리되어 나
오는 것도 다 좋아요 적당히 좋은 가격에 맛있는 아침식사 가능해서 맘에 들었슴니당 다음에 또 방문할게요 직원분들도 너어어무 친절
하시고 매장도 깔끔해요 강추강추",23.11.12.일
406,누이밥집,황금문서,"2월부터 솥밥 안나오고 공기밥으로 변경되었습니다. 전반적으로 반찬도 깔끔해서 갔었는데, 반찬도 이제는 배추김치, 깍두기 이렇게 김치류로 2개를 채워놓아서 정말 별로였습니다. 다시는 안갈것 같습니다. ",2.5.월
407,누이밥집,gmdm90,전복돌솥밥은 꼭 드셔보세요! 간도 잘되어있고 밥만 먹어도 맛있네요:) 다른 식사메뉴도 돌솥밥 나오는데 밥 너무 맛있고 뚝배기들도 너무 맛있게 잘먹었어요. 아침식사 겸으로 먹으러간건데 진짜 최고의 선택이었음👍🏻👍🏻 도민맛집인지 사람들도 계속 오더라구요. 진짜 잘먹고 왔어요! 완전 서귀포맛집!,23.9.14.목
408,누이밥집,런치의여왕8638,동네맛집.  아이들과 가도 좋아요. ,2.24.토
409,누이밥집,신디철,서귀포친구에게 추천받아 방문한 곳. 고사리육개장 먹으러 갔다가 갈치가 너무 먹고 싶어 급 메뉴 변경. 밑반찬이랑 같이해서 잘 먹었음,23.12.11.월
410,누이밥집,ipt****,"접착뼈국 시켰는데 대박 돌솥밥이 같이 나와요. 진짜 맛있어서 한참 먹는데 먹어도 먹어도 안 줄어들어요. 양도 많고 맛도 맛있어서 배
가 터질거 같아요 ㅋㅋㅋㅋㅋㅋ 잘 먹었습니다!!!",23.10.29.일
411,누이밥집,kgyoen,"접작뼈국, 갈치뚝배기 주문했어요! 솥밥이라서 든든하게먹었고 밑반찬도 맛있었어요!",23.11.1.수
412,누이밥집,kjooooo,전복 솥밥집 먹을만 하당 ,23.12.30.토
413,누이밥집,제이0313,검색해서 이글 보고 계시다면 고민없이 그냥 가서 드세요…. 맛있습니다….  종류별로 시켜서 다양하게 먹는거 추천… ㅎㅎ.  전복뚝배기 국물 미쳤다.  해장으로 최고~~,23.11.23.목
414,누이밥집,kasia,제주만의 독특한 맛을 알 수 있어요 ! ,1.22.월
415,누이밥집,미소2589,둘이가서 전복돌솥밥에 전복뚝배기랑 주문해서 같이 나눠먹었는데 맛있게 먹었네요~~ 특히 전복돌솥밥 부드럽고 맛있었어요~~ 다먹고 나오면서 보니 접착뼈국을 많이 드시더라구요 조만간 접착뼈국 먹으러 가보려고해요^^,23.9.3.일
416,누이밥집,맛집탐방카니,"제주도 여행 와서 호기심에 방문 해봤어요 ~ 고사리를 좋아해서 맛있게 먹긴 했는데  맛은 개인적으로 추어탕...이랑 비슷했어요ㅎㅎ 친
절했고 매장 깨끗하고 히든클리프랑 가까워서 좋았네요. 갑자기 비가 와서 추웠는데  따뜻하게 잘 먹었어요^^",23.9.30.토
417,누이밥집,황금문서,"가성비 괜찮습니다. 접착뼈국은 담백한 맛에 고기양도 많고, 밥도 솥밥이라 맛있습니다. 멀리서 찾아서 올 정도는 아니지만, 주위에 관광이나 일이 있어서 왔다면 가볼만 합니다. ",23.11.6.월
418,누이밥집,안예스대단,"우연히 가려던 길에서 찾은 누이밥집인데 왜 많은 사람들이 몰랐던 걸 까요. 해장국이랑 접착뼈국이 미쳤어요 접착뼈국은 삼계탕과 곰
탕 돼지국밥 다 섞여있는 맛인데 만원이라니. 그리고 셀프바로 반찬도 무한 리필이라 배터지게 먹고 왔네요 옥돔구이가 묻힐 정도에요 
식사엔 돌솥밥이 함께나와서 가성비 끝판왕입니다",23.8.26.토
419,누이밥집,역지사지해보자99,접짝뼈국에 돌솥밥 배불리 잘 먹었어요,1.13.토
420,누이밥집,엄지올려b,"돌솥밥으로 주는 클라스..👍🏻전복 돌솥밥이랑 접착뼈국이 다른 곳에 비해 저렴한 편인데 퀄리티도 상당하고 맛도리 쩔어요!!! 매운거 못
먹는 아이들은 접착뼈국 진짜 강추, 전복돌솥밥은 간이 딱 맞아서 깍두기에 너무 맛있게 먹었어요. 그리고 고사리육개장.. 분명 싫어했
는데 이집꺼먹고 다시 좋아졌어요…ㅋㅋㅋㅋ비린내 안나고 이렇게 맛있었다니!!!! 옥돔구이는 다른 메뉴에 비해서 보통의맛이라 ...",23.7.16.일
421,누이밥집,akfdldiakrrjffldi,"반찬이 다 맛있고 전복뚝배기는 국물이 맑고, 순살갈치조림은 살이 많고 소스가 맛있었어요.  생선 뼈 바르는 거 귀찮아하는 저한테는 
굉장히  혁신적인(?)음식이였습니다!  아침 든든히 잘 먹고 갑니다🙃🙃",23.10.25.수
422,누이밥집,브라보민민,"음식도 맛있고, 아이가 먹을 국도 따로 챙겨주셔서 너무 잘 먹었습니다! (귤은 서비스❤️)",1.27.토
423,누이밥집,늘하늘56,"중문에 있는 도민맛집 #누이밥집 양이 많고 맛있다 제주도향토음식 접짝뼈국과 돌솥밥 문전성시이다 점심시간은 대기자 있다 감귤밭
에 있는식당 중문지역 주민들의맛집 가격이 저렴한곳 ",23.12.4.월
424,누이밥집,ejko1008,"고사리육개장은 확실한 호불호가 있을듯 합니다. 부모님은 진짜 별루라고...ㅜㅜ 하지만 나머지 메뉴는 다 맛있었어요~ 순살갈찌 뚝배
기, 전복뚝배기는 정말 맛있게 잘먹었습니다!",1.10.수
425,누이밥집,앵이9,"한라산 내려와서 들른 곳인데, 재료가 신선하고 간이 딱 맞았습니다! 여자 사장님 정말 친절하게 메뉴 추천도 해주시고 기분 좋게 식사했습니다^^",23.9.7.목
